id,name,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
2844,Jas. E. Pepper,,1,1,1901,1901,0.15,1.5
2845,Jamisons,,1,1,1901,1901,0.15,1.5
2846,Ushers O. V. G.,,1,1,1900,1900,2.0,2.0
2847,Flanagan's Rye,,2,2,1901,1901,0.15,1.5
2848,Maryland Club,,25,25,1899,1919,0.15,2.75
2849,Gibson's,,5,5,1900,1953,0.0,0.0
2850,MOSELLE,,26,26,1894,1957,0.0,40.0
2851,"Duff Gordon, half pints",,1,1,1901,1901,0.65,2.0
2852,"Manzanilla, Pale and Dry, half pints",,2,2,1901,1901,0.0,0.0
2853,Brown Seal,,2,2,1901,1901,0.75,1.5
2854,Brown Seal per glass,,2,2,1901,1901,0.15,0.15
2855,BOTTLED ALES,,1,1,1901,1901,0.0,0.0
2858,"GUINNESS'S STOUT, BUGLE BRAND",,2,2,1901,1901,0.25,0.25
2859,BASS'S ALE BUGLE BRAND,,2,2,1901,1901,0.25,0.25
2860,Read Bros. Dog's Head Bass,,2,2,1901,1901,0.25,0.25
2861,J. CALVET & CIE.,,2,2,1901,1901,0.0,0.0
2862,Read Bros. Dog's Head Guinness's Stout,,2,2,1901,1901,0.25,0.25
2863,Grand Vin Chateau Larose,,3,3,1882,1901,1.5,5.0
2864,C. H. Evans & Son's India Pale Ale,,2,2,1901,1901,0.0,0.0
2865,"Scotch Ale, Wm. Younger & Co",,1,1,1901,1901,0.3,0.3
2866,Cantrell & Cochrane Ginger Ale,,2,2,1901,1901,0.2,0.2
2867,"E. & J. Burke, Guinness's Stout",,2,2,1901,1901,0.25,0.25
2868,"E. & J. Burke, Bass Ale",,2,2,1901,1901,0.25,0.25
2869,"WHITE LABEL, BASS' ALE",,2,2,1901,1901,0.25,0.25
2870,Floirac,,18,18,1881,1916,0.4,1.5
2871,"WHITE LABEL, GUINNESS'S STOUT",,2,2,1901,1901,0.0,0.0
2872,"WHITE LABEL, GUINNESS'S STOUT 1/2 pts.",,1,1,1901,1901,0.15,0.15
2874,DOG'S HEAD 1/2 pts.,,1,1,1901,1901,0.15,0.15
2875,"Bual, Extra. Very old and fruity",,1,1,1900,1900,1.5,3.0
2877,NEW YORK LAGER BEER,,2,2,1892,1901,0.0,0.0
2878,Beaune,,136,137,1881,1939,0.0,150.0
2879,C. MAREY & LIGER BELAIR,,1,1,1901,1901,0.0,0.0
2880,Sercial. Dry and very old,,1,1,1900,1900,1.25,2.5
2881,Mug,,2,2,1901,1913,0.05,0.15
2882,"Chablis, White",,50,50,1882,1914,0.4,150.0
2883,Cama de Lobos. Rich and fruity,,1,1,1900,1900,0.0,0.0
2884,"Creme de Menthe, Green",,80,80,1896,1962,0.15,1.45
2885,"Creme de Menthe, White",,69,69,1896,1962,0.15,1.45
2886,Imperial. Fine table wine,,1,1,1900,1900,0.75,1.5
2887,"Creme de Cacao, Vanille",,2,2,1901,1901,0.15,0.15
2888,Scallops Broiled,,1,1,1944,1944,0.0,0.0
2889,Scallops Broiled with Bacon,,1,1,1901,1901,0.5,0.5
2890,"Chartreuse, Yellow",,205,207,1888,1959,0.0,15.0
2891,BARTON & GUESTIER,,5,5,1892,1905,0.0,0.0
2892,"Vin de Graves, 1884",,2,2,1900,1901,0.75,1.5
2893,"Barsac, 1884",,2,2,1900,1901,0.0,0.0
2894,"Sauternes, A. M. & C.",,1,1,1901,1901,0.65,1.25
2895,CALIFORNIA PORT WINE,,2,2,1901,1901,0.25,0.5
2896,RHINE WINES,,5,5,1899,1907,,
2897,C. LAUTEREN & SON,,1,1,1901,1901,0.0,0.0
2899,Dirmsteiner,,1,1,1901,1901,1.5,1.5
2900,"Consomme, plain",,69,70,1899,1933,0.1,0.4
2901,Cup of cold consomme,,4,4,1893,1913,0.1,0.15
2902,Cup,,5,5,1900,1955,0.1,0.2
2903,Broil,,10,12,1900,1919,0.3,0.5
2905,Hot roast turkey,,3,3,1901,1955,0.45,1.25
2906,Baked,,34,35,1894,1967,0.0,10.0
2907,Saratoga,,28,28,1894,1918,0.1,20.0
2908,"Poached eggs on toast, three",,5,6,1901,1914,0.2,35.0
2909,Sarah Bernhardt,,7,7,1900,1900,0.25,0.3
2910,Pont Neuf,,5,5,1900,1957,0.0,0.25
2911,Anna,,5,5,1900,1917,0.3,0.4
2912,Boston baked beans,,197,200,1892,1965,0.0,45.0
2914,Hashed with cream,,7,7,1900,1913,0.2,20.0
2915,Hashed au gratin,,4,4,1900,1905,0.0,0.0
2916,Hashed browned,,34,34,1900,1964,0.15,20.0
2917,Hashed crotquettes,,1,1,1900,1900,0.25,0.25
2920,Parisian,,4,4,1900,1937,0.15,0.35
2921,Marquise,,4,4,1900,1900,0.2,0.3
2922,Viennoise,,5,5,1900,1914,0.25,0.4
2923,German fried,,14,14,1900,1914,0.15,20.0
2924,Marlborough,,4,4,1900,1900,0.3,0.5
2926,Leoville,,10,10,1852,1901,0.75,4.5
2927,Larose,,20,20,1881,1910,0.3,3.5
2928,Lafite,,2,2,1900,1900,1.0,5.0
2929,"Grand Vin Chateau Leoville, '87",,1,1,1900,1900,1.25,2.5
2930,"Grand Vin Chateau Larose, '81",,1,1,1900,1900,0.0,0.0
2931,"Grand Vin Chateau Margaux, 1881",,2,2,1900,1905,2.5,5.0
2932,"Grand Vin Chateau Lafite, 1881",,1,1,1900,1900,2.5,5.0
2934,"Bass & Co., White Label",,2,2,1900,1915,0.2,0.35
2935,"Bass & Co., Dog's Head",,2,2,1900,1915,0.2,0.35
2936,"Bass & Co., bottled by Foster & Sons",,1,1,1900,1900,0.25,0.25
2937,Muir's Scotch Ale,,54,54,1865,1917,0.25,0.5
2938,Guinness' Extra Stout,,5,5,1881,1906,0.25,0.4
2939,"Belfast Ginger Ale, C. & C.",,19,19,1899,1906,0.25,0.25
2940,"Belfast Ginger Ale, D. & A.",,1,1,1900,1900,0.0,0.0
2941,"Salzburger Beer, Special Bottling",,1,1,1900,1900,0.15,0.15
2942,Pabst Milwaukee,,21,21,1900,1914,0.1,5.0
2943,"Anheuser Busch, St. Louis",,3,3,1900,1900,0.05,0.2
2944,"Budweiser, St. Louis",,1,1,1900,1900,0.2,0.2
2945,Lemp's Extra Pale St. Louis,,7,7,1900,1901,0.0,0.0
2946,Tannhaeuser,,1,1,1900,1900,0.2,0.2
2947,Kaiser Beer (Bremen),,1,1,1900,1900,0.25,0.25
2948,Culmbacher Beer (Bavaria),,1,1,1900,1900,0.25,0.25
2949,Lowenbrau (Munich),,1,1,1900,1900,0.25,0.25
2950,Wurzburger Hofbrau,,14,14,1900,1961,0.1,25.0
2951,Springfield,,1,1,1900,1900,0.15,0.15
2952,Providence,,1,1,1900,1900,0.15,0.15
2955,Roessle's,,1,1,1900,1900,0.15,0.15
2956,Rochester Rienzi,,6,6,1900,1907,0.1,0.2
2957,S. S. Pierce Cider,,1,1,1900,1900,0.2,0.2
2958,Gerry Cider,,1,1,1900,1900,0.2,0.2
2959,"Moët & Chandon, Brut, White Seal",,1,1,1900,1900,0.0,0.0
2960,Pommery Brut,,49,49,1897,1988,0.0,6.5
2961,Monopole Dry,,5,5,1892,1900,2.0,4.0
2962,"Médoc, Cruse & Fils Frères",,9,9,1898,1900,0.5,1.0
2963,"Médoc, Cruse & Fils Frères Superieur",,1,1,1900,1900,0.0,0.0
2964,"Floriac, Barton & Guestier",,10,10,1898,1913,0.5,1.75
2965,"St. Julien, J. Calvet & Co",,5,5,1900,1913,0.75,1.5
2966,"St. Emilion, Boshamer, Leon & Co",,3,3,1900,1900,0.9,1.75
2967,"Pontet Canet, J. Calvet & Co.",,11,12,1898,1914,1.0,2.0
2978,Asparagus,,577,596,1854,1985,0.0,35.0
2982,Harvard,,2,2,1900,1940,0.15,0.25
2983,"G. H. Mumm & Co., Ex. Dry",,6,6,1881,1913,1.0,4.0
2985,"Margaux, Cruse & Fils Freres",,9,9,1882,1901,0.65,2.0
2986,Celestine,,6,6,1900,1913,0.0,0.6
2989,Domestic cigars,,59,62,1891,1943,0.0,0.5
2991,Sole,,7,9,1901,1978,0.0,55.0
2992,Filet of sole,,69,72,1884,1987,0.25,60.0
2993,Lion Brewery Pilsner Beer on Draught,,3,3,1900,1901,0.0,0.0
2994,Beadleston & Woerz Pale and Stock Porter and Ale on Draught.,,1,1,1900,1900,0.0,0.0
2995,Cold Cuts,,19,19,1906,1971,0.0,10.0
2997,Meyerbeer,,2,2,1900,1919,0.6,4.0
3005,Central <Salvator>,,1,1,1900,1900,0.25,0.25
3006,Central <Pilsner>,,1,1,1900,1900,0.0,0.0
3007,"Chateau Latour Blanche, 1870 (Chat. Bottling)",,1,1,1900,1900,0.0,0.0
3009,"Old London Dock, 1868",,1,1,1900,1900,1.5,3.0
3010,"Graves, 1890",,1,1,1900,1900,0.75,1.5
3011,"St. Julien, 1887",,8,8,1899,1901,0.5,1.5
3014,Wheaten grits with milk,,3,3,1900,1900,0.0,0.0
3015,with tomatoes,,7,8,1900,1918,0.3,3.5
3016,with ham,,9,13,1900,1961,0.25,3.5
3017,"Monopole, Club",,3,3,1900,1900,2.0,4.0
3018,"Red Raven, Splits",,3,3,1900,1914,0.15,0.2
3019,Chicken hash with cream on toast,,3,3,1900,1900,0.0,0.0
3020,Pig's feet breaded,,4,4,1900,1907,0.35,0.35
3021,chops,,18,18,1892,1938,,
3022,"Gold Seal, Special Dry, Ubana Wine Co.",,1,1,1900,1900,0.0,0.0
3023,"Perrier-Jouet, Special",,22,23,1888,1900,0.8,3.5
3024,"Perrier-Jouet, Brut",,22,22,1888,1917,0.0,5.0
3025,"Pommery & Greno, Vin Nature",,5,5,1900,1905,1.75,4.5
3026,"Chateau Yquem, 1890 (Chat. Bottling)",,1,1,1900,1900,2.5,3.0
3027,"Sauterne, 1884",,1,1,1900,1900,0.5,1.0
3028,Porter House Steak,,14,14,1858,1944,0.0,4.5
3029,"Chicken croquette, tomato sauce",,2,2,1900,1900,0.35,0.6
3030,"Tripe honey comb, broiled or fried",,1,1,1900,1900,0.3,0.3
3031,""" saute with mushrooms",,1,0,1900,1900,0.0,0.0
3032,""" a la Lyonnaise",,1,0,1900,1900,0.35,0.35
3033,""" en brochette",,1,0,1900,1900,0.5,0.5
3034,Chicken liver saute au Madere,,5,5,1900,1901,0.4,0.5
3035,Frizzled beef in cream,,35,35,1895,1917,0.3,0.7
3037,Lamb hash with egg,,13,13,1900,1917,0.35,0.65
3038,Delmonico,,25,25,1881,1975,0.2,6.5
3039,Grand Vin Chateau Yquem,,8,9,1898,1905,2.0,30.0
3040,"Grand Vin Chateau Latour Blanche, 1888",,1,1,1900,1900,0.0,0.0
3041,Great Western,,32,34,1892,1985,0.5,15.0
3042,Omelette with mushrooms,,101,102,1887,1974,0.0,1.65
3043,Omelette with cheese,,89,90,1881,1955,0.0,45.0
3044,Imported Vichy,,23,23,1882,1901,0.35,0.5
3045,Schweepe's Soda,,1,1,1900,1900,0.25,0.25
3046,Omelette with asparagus tips,,47,49,1900,1953,0.0,0.75
3047,Omelette with rum,,39,39,1892,1918,0.3,0.75
3048,Omelette Espagnole,,26,26,1900,1987,0.0,2.5
3049,Omelette with truffles,,25,25,1887,1906,0.4,0.75
3050,Omelette with apples glace,,1,1,1900,1900,0.5,0.5
3051,"Piper Heidsieck, Extra Brut",,3,3,1900,1900,2.25,5.0
3052,Large pot of English breakfast tea,,1,1,1900,1900,0.0,0.0
3053,Large pot of Ceylon,,1,1,1900,1900,0.2,0.2
3054,Large pot of green tea,,1,1,1900,1900,0.2,0.2
3055,Large pot of mixed tea,,1,1,1900,1900,0.2,0.2
3056,"Eggs, scrambled with bacon",,23,23,1889,1914,0.25,30.0
3057,Pot cocoa shells,,2,2,1900,1900,0.0,0.0
3058,"Oysters, Marlborough special",,1,1,1900,1900,0.4,0.4
3059,"Oysters, pan roast",,73,74,1892,1913,0.25,0.7
3060,"Oysters, a la vaudeville",,1,1,1900,1900,0.5,0.5
3061,"Oysters, a la Maryland",,2,2,1900,1907,0.0,0.0
3062,Bluefish,,234,241,1,1998,0.15,55.0
3063,Perch,,46,46,1,1917,0.2,50.0
3064,Wheaten grits with cream,,16,17,1900,1913,0.15,20.0
3065,Eggs a la Rothschild,,2,2,1900,1901,0.4,0.4
3067,Eggs a l'Espagnole,,3,3,1900,1900,0.4,0.4
3068,Eggs Livingston,,3,3,1900,1900,0.4,0.4
3069,Eggs Buckingham,,5,5,1900,1906,0.0,0.0
3070,Eggs Cocote,,2,2,1900,1900,0.4,0.5
3071,Eggs a l'Aurore,,13,13,1899,1917,0.4,0.5
3072,Eggs a la Turque,,30,30,1900,1921,0.0,0.9
3073,Eggs poached on anchovy toast,,3,3,1900,1900,0.0,0.0
3074,Eggs with brown butter,,9,9,1896,1912,0.25,30.0
3075,Hominy with cream,,59,60,1896,1933,0.1,25.0
3077,"Calf's head, plain",,16,17,1892,1913,0.25,40.0
3078,"Omelette, with chicken livers",,19,19,1900,1906,0.35,50.0
3079,"Spring chicken, broiled, half",,7,7,1900,1906,0.0,0.0
3080,"Spring chicken, saute a la Marengo",,4,4,1882,1900,1.0,1.75
3081,"Spring chicken, saute a la Bordelaise",,2,2,1900,1900,0.85,1.25
3082,"Spring chicken, fried a la Maryland",,3,3,1900,1900,1.25,1.25
3083,"Spring chicken, au Chasseur",,2,2,1900,1900,1.25,1.25
3084,"Spring chicken, au champignon",,1,1,1900,1900,0.0,0.0
3085,"Spring chicken, aux truffles",,2,2,1900,1900,1.5,1.5
3086,"Spring chicken, aux champignon",,1,1,1900,1900,1.25,1.25
3087,"Chicken croquette, with peas",,4,4,1900,1917,0.4,0.75
3088,Chicken patties,,107,108,1889,1937,0.0,15.0
3089,Sweetbread au jus,,1,1,1900,1900,0.0,0.0
3090,Sweetbread with peas,,8,8,1884,1906,0.5,1.6
3091,"Calf's brains fried, tomato sauce",,33,33,1889,1917,0.25,50.0
3092,Sweetbread Jardiniere,,2,2,1900,1901,0.5,0.9
3093,Sweetbread Bearnaise,,1,1,1900,1900,0.0,0.0
3094,Sweetbread a la Crole,,1,1,1900,1900,0.5,0.8
3095,Sweetbread aux champignons,,2,2,1900,1901,0.5,0.8
3096,Lamb kidney's en brochette,,2,2,1900,1910,40.0,40.0
3097,"Steaks, Chops, Etc.",,4,4,1900,1900,,
3098,Lamb kidneys broiled with bacon,,4,4,1900,1900,0.0,0.0
3099,"Calf's head, fried with tomato sauce",,2,2,1900,1900,0.0,0.0
3100,"Calf's head, a la poulette",,8,8,1900,1905,0.35,0.75
3101,"Calf's head, vinaigrette",,62,65,1892,1962,0.0,1.75
3102,Calf's head en tortue,,73,74,1882,1933,0.25,70.0
3103,Calf's head a la financiere,,4,4,1900,1900,0.75,0.8
3104,"Lamb frieds, fried, tomato sauce",,1,1,1900,1900,0.0,0.0
3105,Salads and Relishes,,2,2,1900,1900,0.0,0.0
3106,Ham or bacon broiled or fried,,2,2,1900,1901,0.4,40.0
3107,"Table D'Hote Dinner Every Evening From 5 To 9 P.M., $1.00",,1,1,1900,1900,0.0,0.0
3108,"Calf's brains fried, au beurre noir",,2,2,1900,1900,0.4,0.6
3109,Sherries,,8,8,1896,1900,0.0,0.0
3110,Calf's brains a la poulette,,4,4,1900,1900,0.0,0.0
3112,Calf's liver broiled or fried,,5,5,1900,1900,0.3,0.4
3114,Calf's liver with bacon,,88,95,1893,1961,0.0,50.0
3116,Mutton kindneys deviled,,1,1,1900,1900,0.4,0.4
3118,Mutton kidneys stewed with,,1,1,1900,1900,0.0,0.0
3122,Mutton kidneys stewed with Madeira,,3,3,1900,1900,0.4,0.4
3126,"Porterhouse steak, single",,38,38,1898,1913,0.6,100.0
3128,"Porterhouse steak, tomato sauce",,17,17,1900,1901,0.0,0.0
3130,Porterhouse steak with onions,,34,35,1884,1917,0.65,3.0
3132,Porterhouse steak with mushrooms,,153,169,1884,1920,0.65,5.0
3134,"Porterhouse steak, Bordelaise",,2,2,1900,1900,1.3,1.75
3136,Porterhouse steak with truffles,,19,19,1892,1901,1.5,2.25
3138,Mutton chops French peas,,4,4,1894,1900,0.0,0.0
3140,Mutton chops Provencale,,1,1,1900,1900,0.7,0.7
3142,Special attention given to private dinner and supper parties.,,1,1,1900,1900,0.0,0.0
3144,1900-2226,,1,1,1900,1900,0.0,0.0
3146,"English mutton chops, single",,15,15,1892,1908,0.25,0.5
3147,"Veal cutlets, plain",,43,43,1882,1938,0.15,25.0
3150,"Veal cutlets, Milanaise",,3,3,1900,1901,0.5,70.0
3153,Corned beef hash with egg,,37,37,1900,1957,0.2,1.45
3162,ICE CREAM.,,5,5,1856,1901,,
3164,CHEESE.,,32,33,1881,1901,,
3166,BARTON & GUESTIER.,,2,2,1900,1900,0.0,0.0
3178,"Sparkling Moselle, ""Saarbach""  1 75  3 50",,1,1,1900,1900,1.75,3.5
3179,Country sausages and griddle cakes.,,1,1,1900,1900,0.0,0.0
3180,"Small tenderloin steak, Lyonnaise potatoes",,2,2,1900,1900,0.0,0.0
3181,Green bluefish...40,,1,1,1900,1900,0.4,0.4
3182,Spanish mackerel,,120,123,1865,1940,0.2,60.0
3184,Salmon steak,,57,59,1899,1987,0.25,15.75
3185,"Two lamb chops, kidney & rasher of bacon",,2,2,1900,1900,0.0,0.0
3186,"Loin mutton chops, julienne potatoes",,2,2,1900,1900,0.4,0.4
3187,"Frizzled beef in cream, green peppers",,4,4,1900,1900,0.3,0.3
3188,"Chateau Latour Grand Vin, 1890 (Chat. Bottling)",,1,1,1900,1900,0.0,0.0
3189,"Chambertin, 1884",,1,1,1900,1900,1.75,3.5
3190,Chateau Carbonnieux (Monopole) 1891,,1,1,1900,1900,1.25,2.5
3191,"Louis Roederer, Carte Blanche",,26,28,1888,1955,0.0,6.0
3192,"Duc de Montebello, Extra Dry",,6,6,1882,1913,1.75,4.5
3193,Ruhreier,,56,56,1899,1969,0.0,0.0
3194,"Chateau Pontet Canet, 1890 (Corks Branded)",,1,1,1900,1900,0.0,0.0
3196,"Honey comb tripe, in cream with onions",,3,3,1900,1900,0.3,0.35
3197,Omelette with fine herbs,,19,19,1898,1988,0.3,10.0
3199,Broiled sweetbreads with French peas,,8,8,1900,1907,0.65,1.75
3200,"Picked-up codfish in cream, green peppers",,3,3,1900,1900,0.0,0.0
3201,"Frizzled beef, plain",,13,13,1900,1900,0.3,0.35
3202,Frizzled beef with egg,,3,3,1900,1900,0.4,0.5
3203,"Omelette, with kidney",,3,3,1900,1900,0.35,0.45
3204,"Omelette, with cheese",,43,43,1899,1914,0.25,0.5
3205,"Omelette, with jelly",,25,25,1882,1913,0.3,0.5
3206,"Omelette, with asparagus tips",,20,20,1900,1914,0.35,0.5
3207,"Omelette, with rum",,24,24,1882,1914,0.35,0.6
3208,"Omelette, with mushrooms",,40,40,1882,1914,0.4,0.5
3209,Codfish steak,,59,61,1892,1962,0.2,60.0
3210,"Omelette, with French peas",,4,4,1900,1906,0.35,0.4
3211,Shredded codfish in cream,,3,3,1900,1900,0.25,0.3
3212,Pot of Coffee and cream,,5,5,1900,1907,0.0,0.0
3213,Pot of Tenney's Dutch cocoa,,3,3,1900,1900,0.2,0.2
3214,Sea bass,,120,120,1892,1955,0.0,65.0
3215,Goblet of cream,,29,29,1892,1901,0.15,0.25
3216,Pot of English breakfast tea,,18,18,1892,1913,0.15,0.3
3217,Pot of Oolong tea,,23,23,1892,1919,0.15,0.3
3219,"Salt mackerel, boiled or broiled",,16,16,1900,1906,0.3,0.4
3221,"Sardines, small box",,9,10,1900,1917,0.25,0.5
3222,Julienne potatoes,,287,289,1888,1970,0.0,0.9
3223,Grilled sardines on toast,,27,27,1899,1910,0.3,0.5
3224,Stewed potatoes,,170,175,1865,1921,0.05,20.0
3225,Sautee potatoes,,54,54,1893,1965,0.1,0.4
3226,Hashed potatoes browned,,3,3,1900,1900,0.1,0.1
3227,Hashed potatoes with cream,,21,21,1892,1913,0.15,0.25
3228,Hashed potatoes with cream au gratin,,4,4,1900,1900,0.0,0.0
3229,Rasher of bacon with any of the above Dishes,,2,2,1900,1900,0.0,0.0
3230,Spanish omelette,,231,239,1892,1985,0.0,3.75
3231,Oatmeal and cream,,60,61,1891,1939,0.1,20.0
3232,Hominy and milk,,55,57,1889,1917,0.1,10.0
3234,Delbeck Extra Dry,,7,7,1886,1901,2.0,4.0
3235,Ordinaire,,36,36,1896,1917,0.25,1.5
3236,Irroy Vin Brut,,10,10,1896,1901,1.75,4.0
3237,Sloe Gin,,149,159,1900,1970,0.1,20.0
3238,"Chateau Lafite Grand Vin, 1887 (Corks Branded)",,1,1,1900,1900,0.0,0.0
3239,"Poland Spring, Sparkling and Still",,1,1,1900,1900,0.3,0.3
3240,Rosbach,,13,13,1900,1907,0.15,0.5
3241,"Wilhemsquell, Blue Label",,1,1,1900,1900,0.15,0.15
3242,Scotch Whiskies,,6,6,1900,1955,0.0,0.8
3244,Tennent's XXX Stout,,1,1,1900,1900,0.62,0.62
3245,"Chartreuse, green and yellow",,3,3,1900,1917,0.2,0.25
3247,Apenta,,108,110,1900,1919,0.0,25.0
3250,Ushers Special Reserve,,2,2,1900,1900,0.0,0.0
3253,Duchesse,,6,6,1900,1914,0.15,0.3
3260,John Jameson & Sons ***,,2,2,1900,1906,0.2,2.5
3262,"Apollinaris, Splits",,7,7,1900,1941,0.15,0.4
3263,Ballardvale,,2,2,1900,1907,0.15,0.15
3264,Siphon Soda,,2,2,1900,1900,0.0,0.0
3265,Belmont Soda,,1,1,1900,1900,0.15,0.15
3267,Vin Mariani,,2,2,1900,1900,0.2,0.2
3268,"Pommard, 1889",,2,2,1900,1907,1.25,2.5
3269,Paifait Amour,,1,1,1900,1900,0.2,0.2
3270,"Chablis, 1886",,1,1,1900,1900,1.0,2.0
3271,"Sparkling Burgundy (Red) ""Saarbach""",,1,1,1900,1900,0.0,0.0
3272,Grand Marnier,,229,234,1896,1990,0.0,85.0
3273,"Chateau Lafite Grand Vin, 1874 (Chat. Bottling)",,1,1,1900,1900,2.5,5.0
3274,"Curacao, red and white",,1,1,1900,1900,0.2,0.2
3275,"Pontet Canet, 1887",,10,10,1899,1901,0.75,2.5
3276,Sunset Claret,,5,5,1892,1914,0.1,0.75
3277,Sunset Burgundy,,1,1,1900,1900,0.5,1.0
3279,"Haut Sauterne, 1890",,1,1,1900,1900,1.0,2.0
3280,"Chateau Beycheville, 1887",,1,1,1900,1900,1.0,2.0
3281,"Chateau Larose, 1887",,6,6,1900,1913,0.1,3.0
3282,"Margaux, 1878",,1,1,1900,1900,0.75,1.5
3283,"St. Estephe, 1887",,1,1,1900,1900,0.0,0.0
3284,Dinner,,19,19,1900,1987,0.0,7.0
3285,Hashed croquettes,,1,1,1900,1900,0.25,0.25
3291,"Beaune, 1887",,2,2,1900,1900,1.0,2.0
3293,"Chateau Vigneau de Pontac, 1887 (Corks Branded)",,1,1,1900,1900,0.0,0.0
3294,"Ruinart, Brut",,25,25,1900,1918,1.0,6.0
3296,"Piper Heidsieck, Sec., W.L",,1,1,1900,1900,1.75,3.5
3298,Salmon trout,,10,10,1900,1907,0.3,0.8
3299,"Chateau Smith, Haut Lafite, J. Calvet & Co.",,3,3,1898,1901,1.5,3.0
3303,"Pontet Canet, Cruse & Fils Freres",,21,21,1899,1901,1.0,12.0
3305,"Toda persona que haga uso de vinos no perenecientes a la casa, pagara: $1.00",,1,1,1900,1900,0.0,0.0
3306,"por botella, $2 00 por Champagne.",,1,1,1900,1900,0.0,0.0
3307,"por botella, $2.00 por Champagne.",,1,1,1900,1900,0.0,0.0
3312,Brut,,6,6,1900,1987,0.0,4.5
3313,Gordon's Sloe Gin,,1,1,1900,1900,2.5,2.5
3314,""" "" Brut",,1,0,1900,1900,5.0,5.0
3315,Old Medford Rum,,19,19,1892,1913,0.15,2.0
3316,"Piper Reidsieck, White Label",,1,1,1900,1900,1.75,3.5
3318,""" Cruse & Fils Freres",,1,0,1900,1900,0.75,1.5
3320,Pate de Fois-Gras,,4,4,1900,1901,0.0,0.0
3321,Hunyadi Janos,,118,118,1882,1914,0.1,40.0
3322,German Seltzer,,47,47,1873,1915,0.15,0.5
3323,Foie-Gras,,7,7,1900,1938,0.3,295.0
3325,Souvenirs and Souvenir Mailing Cards at Cahsier's Desk,,1,1,1900,1900,0.0,0.0
3329,"COFFEE, TEA, ETC.",,9,9,1900,1969,,
3333,Kirsch,,49,53,1887,1989,0.0,30.0
3335,Graham bread,,330,333,1859,1970,0.05,15.0
3337,LIQUEURS.,,1,1,1892,1892,,
3343,Lamp chops (three),,1,1,1900,1900,0.5,0.5
3354,BREAD AND BUTTER SERVED WITH EACH ORDER.,,1,1,1900,1900,0.0,0.0
3360,Large Pot,,5,5,1900,1901,0.2,0.35
3363,(Chat. Bottling),,1,1,1900,1900,0.0,0.0
3364,Still,,17,17,1896,1900,0.0,5.0
3380,Soda Scones,,87,87,1896,1962,0.0,0.0
3381,Plain Boiled Rice,,28,28,1895,1963,0.05,0.05
3382,Cerealine Cakes,,19,19,1900,1901,0.0,0.0
3383,Fried Fresh Fish & Cream Sauce,,2,2,1900,1900,0.0,0.0
3384,Oatmeal Cakes,,32,34,1892,1908,0.1,0.15
3385,Herring in Tomatoes,,3,3,1900,1900,0.0,0.0
3386,Broiled Beef Steaks,,15,15,1859,1910,,
3387,Broiled Cumberland Ham,,27,27,1896,1900,0.0,0.0
3388,Boiled Onions,,298,309,1858,1949,0.0,15.0
3389,Omelettes aux Jambon,,4,4,1900,1900,0.0,0.0
3390,Salt Cod Fish Cakes,,5,5,1900,1900,0.0,0.0
3392,Broiled Sausage & Mashed Potatoes,,6,6,1900,1900,0.0,0.0
3394,Mutton Loin Chops,,4,4,1900,1900,0.0,0.0
3396,Canape Caviar,,57,57,1895,1958,0.0,60.0
3397,Curried Eggs & Rice,,14,14,1900,1900,0.0,0.0
3399,Broiled Wiltshire Bacon,,27,27,1896,1957,,
3400,Canape Anchovies,,18,18,1895,1947,0.25,1.25
3402,Broiled Liver & Bacon,,8,8,1900,1900,0.0,0.0
3403,Water-cresses,,12,12,1900,1900,0.0,0.0
3404,Broiled Yarmouth Bloaters,,13,13,1900,1910,0.0,0.0
3405,Pickled Walnuts,,318,323,1889,1974,0.0,20.0
3406,Fried Portugal Onions,,2,2,1900,1900,0.0,0.0
3407,Jams & Marmalade,,8,8,1900,1900,,
3409,Boiled Hominy,,63,63,1857,1910,0.1,0.1
3410,HORS D'OEUVRES.,,1,1,1900,1900,,
3411,Coffee & Chocolate,,3,3,1900,1900,,
3412,Comb Honey,,80,80,1892,1954,0.05,0.3
3413,FISH.,,2,2,1900,1900,0.0,0.0
3415,Hot Dishes,,4,4,1900,1985,,
3416,Fried Oyster Crabs,,183,311,1899,1917,0.65,65.0
3418,Fried Lobster,,11,11,1894,1961,0.6,4.2
3419,Lucines sur coquille,,5,5,1900,1906,0.0,0.0
3420,Strawberries.,,3,3,1882,1901,,
3421,Tortue verte au fine champagne,,4,4,1900,1907,,
3422,"Timbale de foie-gras, Strasbourgeoise",,2,2,1900,1900,0.0,0.0
3427,"Beefsteak, onion sauce",,2,2,1900,1900,0.0,0.0
3429,"Selle d'agneau du printemps en casserole, Demidoff",,2,2,1900,1900,0.0,0.0
3431,"Asperges nouvelles, Chantilly",,3,3,1900,1900,0.0,0.0
3433,Sorbet Allash,,2,2,1900,1900,0.0,0.0
3435,Concombres,,154,154,1880,1974,0.0,35.0
3436,Petits fours,,853,894,1881,1997,0.0,30.0
3438,Salade d'Astorga,,2,2,1900,1900,0.0,0.0
3440,Onion,,8,8,1900,1900,0.15,25.0
3441,Fried Liver and Bacon,,53,54,1892,1945,0.1,0.6
3442,Sauce,,2,4,1900,1958,,
3443,"Potatoes, Fried & Boiled",,1,1,1900,1900,0.0,0.0
